id,question,text,position,section
mle0072,Define LSTM,"Long Short Term Memory – are explicitly designed to address the long term dependency problem, by maintaining a state what to remember and what to forget.",mle,Technical Machine Learning Interview Questions
mle0073,List the key components of LSTM,"Gates (forget, Memory, update & Read)
tanh(x) (values between -1 to 1)
Sigmoid(x) (values between 0 to 1)",mle,Technical Machine Learning Interview Questions
mle0074,List the variants of RNN,"LSTM: Long Short Term Memory
GRU: Gated Recurrent Unit
End to End Network
Memory Network",mle,Technical Machine Learning Interview Questions
mle0075,"What is Autoencoder, name few applications","Auto encoder is basically used to learn a compressed form of given data. Few applications include
Data denoising
Dimensionality reduction
Image reconstruction
Image colorization",mle,Technical Machine Learning Interview Questions
mle0076,What are the components of GAN?,"Generator
Discriminator",mle,Technical Machine Learning Interview Questions
mle0077,What's the difference between boosting and bagging?,"Boosting and bagging are similar, in that they are both ensembling techniques, where a number of weak learners (classifiers/regressors that are barely better than guessing) combine (through averaging or max vote) to create a strong learner that can make accurate predictions. Bagging means that you take bootstrap samples (with replacement) of your data set and each sample trains a (potentially) weak learner. Boosting, on the other hand, uses all data to train each learner, but instances that were misclassified by the previous learners are given more weight so that subsequent learners give more focus to them during training.",mle,Technical Machine Learning Interview Questions
mle0078,Explain how a ROC curve works,The ROC curve is a graphical representation of the contrast between true positive rates and the false positive rate at various thresholds. It’s often used as a proxy for the trade-off between the sensitivity of the model (true positives) vs the fall-out or the probability it will trigger a false alarm (false positives).,mle,Technical Machine Learning Interview Questions
mle0079,What’s the difference between Type I and Type II error?,"Type I error is a false positive, while Type II error is a false negative. Briefly stated, Type I error means claiming something has happened when it hasn’t, while Type II error means that you claim nothing is happening when in fact something is. A clever way to think about this is to think of Type I error as telling a man he is pregnant, while Type II error means you tell a pregnant woman she isn’t carrying a baby.",mle,Technical Machine Learning Interview Questions
mle0080,What’s the difference between a generative and discriminative model?,A generative model will learn categories of data while a discriminative model will simply learn the distinction between different categories of data. Discriminative models will generally outperform generative models on classification tasks.,mle,Technical Machine Learning Interview Questions
mle0081,Instance-Based Versus Model-Based Learning,"Instance-based Learning: The system learns the examples by heart, then generalizes to new cases using a similarity measure.
Model-based Learning: Another way to generalize from a set of examples is to build a model of these examples, then use that model to make predictions. This is called model-based learning.",mle,Technical Machine Learning Interview Questions
mle0082,When to use a Label Encoding vs. One Hot Encoding?,"This question generally depends on your dataset and the model which you wish to apply. But still, a few points to note before choosing the right encoding technique for your model:
We apply One-Hot Encoding when:
The categorical feature is not ordinal (like the countries above)
The number of categorical features is less so one-hot encoding can be effectively applied
We apply Label Encoding when:
The categorical feature is ordinal (like Jr. kg, Sr. kg, Primary school, high school)
The number of categories is quite large as one-hot encoding can lead to high memory consumption",mle,Technical Machine Learning Interview Questions
mle0083,What is the difference between LDA and PCA for dimensionality reduction?,"Both LDA and PCA are linear transformation techniques: LDA is a supervised whereas PCA is unsupervised – PCA ignores class labels.
We can picture PCA as a technique that finds the directions of maximal variance. In contrast to PCA, LDA attempts to find a feature subspace that maximizes class separability.",mle,Technical Machine Learning Interview Questions
mle0084,What is t-SNE?,"t-Distributed Stochastic Neighbor Embedding (t-SNE) is an unsupervised, non-linear technique primarily used for data exploration and visualizing high-dimensional data. In simpler terms, t-SNE gives you a feel or intuition of how the data is arranged in a high-dimensional space.",mle,Technical Machine Learning Interview Questions
mle0085,What is the difference between t-SNE and PCA for dimensionality reduction?,"The first thing to note is that PCA was developed in 1933 while t-SNE was developed in 2008. A lot has changed in the world of data science since 1933 mainly in the realm of compute and size of data. Second, PCA is a linear dimension reduction technique that seeks to maximize variance and preserves large pairwise distances. In other words, things that are different end up far apart. This can lead to poor visualization especially when dealing with non-linear manifold structures. Think of a manifold structure as any geometric shape like: cylinder, ball, curve, etc.
t-SNE differs from PCA by preserving only small pairwise distances or local similarities whereas PCA is concerned with preserving large pairwise distances to maximize variance.",mle,Technical Machine Learning Interview Questions
mle0086,What is UMAP?,UMAP (Uniform Manifold Approximation and Projection) is a novel manifold learning technique for dimension reduction. UMAP is constructed from a theoretical framework based in Riemannian geometry and algebraic topology. The result is a practical scalable algorithm that applies to real world data.,mle,Technical Machine Learning Interview Questions
mle0087,What is the difference between t-SNE and UMAP for dimensionality reduction?,"The biggest difference between the output of UMAP when compared with t-SNE is this balance between local and global structure - UMAP is often better at preserving global structure in the final projection. This means that the inter-cluster relations are potentially more meaningful than in t-SNE. However, it's important to note that, because UMAP and t-SNE both necessarily warp the high-dimensional shape of the data when projecting to lower dimensions, any given axis or distance in lower dimensions still isn’t directly interpretable in the way of techniques such as PCA.",mle,Technical Machine Learning Interview Questions
mle0088,"How Random Number Generator Works, e.g. rand() function in python works?","It generates a pseudo random number based on the seed and there are some famous algorithm, please see below link for further information on this.",mle,Technical Machine Learning Interview Questions
mle0089,"Given that we want to evaluate the performance of 'n' different machine learning models on the same data, why would the following splitting mechanism be incorrect :","def get_splits():
df = pd.DataFrame(...)
rnd = np.random.rand(len(df))
train = df[ rnd < 0.8 ]
valid = df[ rnd >= 0.8 & rnd < 0.9 ]
test = df[ rnd >= 0.9 ]
return train, valid, test
#Model 1
from sklearn.tree import DecisionTreeClassifier
train, valid, test = get_splits()
...
#Model 2
from sklearn.linear_model import LogisticRegression
train, valid, test = get_splits()
...
The rand() function orders the data differently each time it is run, so if we run the splitting mechanism again, the 80% of the rows we get will be different from the ones we got the first time it was run. This presents an issue as we need to compare the performance of our models on the same test set. In order to ensure reproducible and consistent sampling we would have to set the random seed in advance or store the data once it is split. Alternatively, we could simply set the 'random_state' parameter in sklearn's train_test_split() function in order to get the same train, validation and test sets across different executions.",mle,Technical Machine Learning Interview Questions
mle0090,What is the difference between Bayesian vs frequentist statistics?,"Frequentist statistics is a framework that focuses on estimating population parameters using sample statistics, and providing point estimates and confidence intervals.
Bayesian statistics, on the other hand, is a framework that uses prior knowledge and information to update beliefs about a parameter or hypothesis, and provides probability distributions for parameters.
The main difference is that Bayesian statistics incorporates prior knowledge and beliefs into the analysis, while frequentist statistics doesn't.",mle,Technical Machine Learning Interview Questions
mle0091,What is the basic difference between LSTM and Transformers?,"LSTMs (Long Short Term Memory) models consist of RNN cells designed to store and manipulate information across time steps more efficiently. In contrast, Transformer models contain a stack of encoder and decoder layers, each consisting of self attention and feed-forward neural network components.",mle,Technical Machine Learning Interview Questions
mle0092,What are RCNNs?,Recurrent Convolutional model is a model that is specially designed to make predictions using a sequence of images (more commonly also know as video). These models are used in object detection tasks in computer vision. The RCNN approach combines both region proposal techniques and convolutional neural networks (CNNs) to identify and locate objects within an image.,mle,Technical Machine Learning Interview Questions
mle0093,Differentiate between Training Sets and Test Sets?,"Training Set
The data in the training set are the examples provided to the model to train that particular model.
Usually, around 70-80% of the data is used for training purposes. The number is completely up to the user. However, having a higher amount of training data than testing data is recommended.
To train the model, the training set is the labeled data that is used.
Test Set
The data in the test are used to test the model accuracy of the already trained model.
The Test Set contains around 20%-30% of the total data. This data is then further used to test the accuracy of the trained model.
For testing purposes, labeled data is not used at all, however, the results are further verified with the labels.",mle,Basic Machine Learning Interview Questions
mle0094,Define Bias and Variance,"Bias
When a model makes predictions, a disparity between the model's prediction values and actual values arises, and this difference is known as bias. Bias is the incapacity of machine learning algorithms like Linear Regression to grasp the real relationship between data points.
Variance
If alternative training data were utilized, the variance would describe the degree of variation in the prediction. In layman's terms, variance describes how far a random variable deviates from its predicted value.",mle,Basic Machine Learning Interview Questions
mle0095,You have come across some missing data in your dataset. How will you handle it?,"In order to handle some missing or corrupted data, the easiest way is to just replace the corresponding rows and columns, which contain the incorrect data, with some different values. The two most useful functions in Panda for this purpose are isnull() and fillna().
isnull(): is used to find missing values in a dataset
fillna(): is used to fill missing values with 0’s",mle,Basic Machine Learning Interview Questions
mle0096,Explain Decision Tree Classification,"A decision tree uses a tree structure to generate any regression or classification models. While the decision tree is developed, the datasets are split up into ever-smaller subsets in a tree-like manner with branches and nodes. Decision trees can handle both category and numerical data.",mle,Basic Machine Learning Interview Questions
mle0097,How is a logistic regression model evaluated?,"One of the best ways to evaluate a logistic regression model is to use a confusion matrix, which is a very specific table that is used to measure the overall performance of any algorithm.
Using a confusion matrix, you can easily calculate the Accuracy Score, Precision, Recall, and F1 score. These can be extremely good indicators for your logistic regression model.
If the recall of your model is low, then it means that your model has too many False Negatives. Similarly, if the precision of your model is low, it signifies that your model has too many False Positives. In order to select a model with a balanced precision and recall score, the F1 Score must be used.",mle,Basic Machine Learning Interview Questions
mle0098,"To start Linear Regression, you would need to make some assumptions. What are those assumptions?","To start a Linear Regression model, there are some fundamental assumptions that you need to make:
The model should have a multivariate normal distribution
There should be no auto-correlation
Homoscedasiticity, i.e, the dependent variable’s variance should be similar to all of the data
There should be a linear relationship
There should be no or almost no multicollinearity present",mle,Basic Machine Learning Interview Questions
mle0099,What is multicollinearity and how will you handle it in your regression model?,"If there is a correlation between the independent variables in a regression model, it is known as multicollinearity. Multicollinearity is an area of concern as independent variables should always be independent. When you fit the model and analyze the findings, a high degree of correlation between variables might present complications.
There are various ways to check and handle the presence of multicollinearity in your regression model. One of them is to calculate the Variance Inflation Factor (VIF). If your model has a VIF of less than 4, there is no need to investigate the presence of multicollinearity. However, if your VIF is more than 4, an investigation is very much required, and if VIF is more than 10, there are serious concerns regarding multicollinearity, and you would need to correct your regression model.",mle,Basic Machine Learning Interview Questions
mle0100,Explain why the performance of XGBoost is better than that of SVM?,"XGBoost is an ensemble approach that employs a large number of trees. This implies that when it repeats itself, it becomes better.
If our data isn't linearly separable, SVM, being a linear separator, will need to use a Kernel to bring it to a point where it can be split. Due to there not being an ideal Kernel for every dataset, this can be limiting.",mle,Basic Machine Learning Interview Questions
mle0101,Why is an encoder-decoder model used for NLP?,"An encoder-decoder model is used to create an output sequence based on a given input sequence. The final state of the encoder is used as the initial state of the decoder, and this makes the encoder-decoder model extremely powerful. This also allows the decoder to access the information that is taken from the input sequence by the encoder.",mle,Basic Machine Learning Interview Questions
mle0102,What are Machine Learning and Artificial Intelligence?,"Artificial Intelligence is a system of producing intelligent machines that can imitate human intelligence. Machine Learning is training machines to learn from present data and act on these experiences in the future. To know further through in-depth comparison, read machine learning vs artificial intelligence vs deep learning.",mle,Basic Machine Learning Interview Questions
mle0103,Differentiate between Deep Learning and Machine Learning?,Machine Learning adopts algorithms to learn from data sets and apply this to future decision making. Deep Learning is a subset of Machine Learning that uses large amounts of data and complex algorithms to create neural networks that can learn and make decisions on their own.,mle,Basic Machine Learning Interview Questions
mle0104,What is cross validation?,Cross validation is a concept used to evaluate models’ performances to avoid overfitting. It is an easy method to compare the predictive capabilities of models and is best suitable when limited data is available.,mle,Basic Machine Learning Interview Questions
mle0105,What are the types of Machine learning?,"There are mainly three types of Machine Learning, viz:
Reinforcement learning: It is about taking the best possible action to maximize reward in a particular scenario. It is used by various software and machines to find the best path it should take in a given situation.
Supervised learning: Using labeled datasets to train algorithms to classify data easily for predicting accurate outcomes.
Unsupervised learning: It uses ML to analyze and cluster unlabeled datasets.",mle,Basic Machine Learning Interview Questions
mle0106,Differentiate between Supervised and Unsupervised learning,Supervised algorithms are those that use labeled data to learn a mapping function from input variables to output variables. Unsupervised algorithms learn from unlabeled data and discover hidden patterns and structures in the data.,mle,Basic Machine Learning Interview Questions
mle0107,What is Selection Bias?,"Selection Bias is a statistical error that brings about a bias in the sampling portion of the experiment. This, in turn, causes more selection of the sampling portion than other groups, which brings about an inaccurate conclusion.",mle,Basic Machine Learning Interview Questions
mle0108,What is the difference between correlation and causality?,"Correlation is the relation of one action (A) to another action (B) when A does not necessarily lead to B, but Causality is the situation where one action (A) causes a result (B).",mle,Basic Machine Learning Interview Questions
mle0109,What is the difference between Correlation and Covariance?,"Correlation quantifies the relationship between two random variables with three values: 0,1 and -1.
Covariance is the measure of how two different variables are related and how changes in one impact the other. Read correlation vs covariance to know about these two and for a further in-depth comparison.",mle,Basic Machine Learning Interview Questions
mle0110,What is the difference between supervised and reinforcement learning?,"Supervised learning algorithms are trained using labeled data, while reinforcement learning algorithms are trained using a reward function. Supervised learning algorithms are used to predict a given output, while reinforcement learning algorithms are used to maximize a reward by taking a series of actions.",mle,Basic Machine Learning Interview Questions
mle0111,What are the requirements of reinforcement learning environments?,"State, reward data, agent, and environment. It is entirely different from other machine learning paradigms. Here we have an agent and an environment. The environment refers to a task or simulation; the agent is an algorithm that interacts with the environment and tries to solve it.",mle,Basic Machine Learning Interview Questions
mle0112,What different targets do classification and regression algorithms require?,"Regression algorithms require categorical and numerical targets. Here, regression finds correlations between dependent and independent variables. It helps predict continuous variables such as market trends and weather patterns.
On the other hand, classification is an algorithm that segregates the dataset into classes on various parameters. Here classification algorithms work to predict the willingness of bank customers to pay their loans, email, or spam classification.",mle,Basic Machine Learning Interview Questions
mle0113,What are five popular algorithms used in Machine Learning?,"Neural Networks: It is a set of algorithms designed to help machines recognize patterns without being explicitly programmed.
Decision trees: It is a Supervised learning technique where internal nodes represent the features of a dataset, branches represent the decision rules, and each leaf node represents the outcome.
K-nearest neighbor: K-nearest neighbor (KNN) is a supervised learning algorithm used for classification and regression. The algorithm finds the k-nearest data points in the training dataset and uses them to make predictions. It works by calculating the distance between the query point and the k-nearest data points and then uses the labels of these points to make a prediction.
Support Vector Machines (SVM): It is used to create the best line or decision boundary that can segregate n-dimensional space into classes to put the new data point in the correct category quickly.
Probabilistic networks: They are graphical models of interactions among a set of variables, where the variables are represented as nodes of a graph and the interaction as directed edges between the vertices. It allows a compact description of complex stochastic relationships among several random variables.",mle,Basic Machine Learning Interview Questions
mle0114,What is the confusion matrix?,"The confusion matrix consists of an error matrix table used for concluding the performance of a classification algorithm. It determines the classification models' performance for a given test data set. It has multiple categorical outputs, but it can only be determined if the actual values for test data are known.",mle,Basic Machine Learning Interview Questions
mle0115,List the differences between KNN and k-means clustering,"KNN is a Supervised machine learning while K-means is an unsupervised machine learning.
KNN is a classification or regression machine learning algorithm while K-means is a clustering machine learning algorithm.
KNN is a lazy learner while K-Means is an eager learner.",mle,Basic Machine Learning Interview Questions
mle0116,What are the differences between Type I error and Type II error?,"Type I error occurs when the Null Hypothesis (H0) is mistakenly rejected. This is also referred to as the False Positive Error.
Type II error occurs when a Null Hypothesis that is actually false is accepted. This is also referred to as the False Negative Error.",mle,Basic Machine Learning Interview Questions
mle0117,What is semi-supervised learning?,A semi-supervised learning happens when a small amount of labeled data is introduced to an algorithm. The algorithm then studies that data and uses it on unlabeled data. Semi-supervised learning combines the efficiency of unsupervised learning and the performance of supervised learning.,mle,Basic Machine Learning Interview Questions
mle0118,Where are semi-supervised learning applied?,"Some areas it is applied include labeling data, fraud detection, and machine translation.",mle,Basic Machine Learning Interview Questions
mle0119,What is stemming?,"Stemming is a normalization technique that removes any affix joined to a word, leaving it in its base state. It makes text easier to process. It is commonly used in information retrieval, an important step in text pre-processing and text mining applications. Stemming can be used in various NLP tasks such as text classification, information retrieval, and text summarization.",mle,Basic Machine Learning Interview Questions
mle0120,What is Lemmatization?,"This is a normalization technique that converts a word into a lemma form, or the root word, which is not the stem word. It is a process in which a word is reduced to its base form, but not similar to stemming; it considers the context of the word and produces a valid word. Lemmatization is quite difficult compared to stemming because it requires a lot more knowledge about the structure of a language; it's a much more intensive process than just trying to set up a heuristic stemming algorithm. Lemmatization is often used in natural language processing (NLP) applications to improve text analysis and feature extraction.",mle,Basic Machine Learning Interview Questions
mle0121,What is a PCA?,"PCA means Principal Component Analysis, and is mainly used for dimension reduction. It is a statistical technique used to reduce the dimensionality of large datasets while retaining as much information as possible. In other words, it identifies patterns and correlations among variables and summarizes them into a smaller set of uncorrelated variables called principal components.
PCA is commonly used in data preprocessing and exploratory data analysis to simplify data visualization, identify outliers, and reduce noise in the data. It is also used in machine learning and pattern recognition applications to improve model performance by reducing the number of features used in the analysis.",mle,Basic Machine Learning Interview Questions
mle0122,What are support vectors in SVM (Support Vector Machine)?,Support vectors are the data points in a dataset that are closest to the hyperplane (the line that separates the classes in the dataset) and are used to build the classifier.,mle,Basic Machine Learning Interview Questions
mle0123,"In terms of access, how are array and linked lists different?","Linked lists allow users to transverse the full linked lists, even up to the element in a sequential access pattern. However, an array provides access to elements directly using their index value.",mle,Basic Machine Learning Interview Questions
mle0124,What is P-value?,P-value or probability value indicates the probability of obtaining the observed data or more extreme values by random chance. A small P-value suggests that the observed result is unlikely and that observed data is consistent with the null hypothesis and provides evidence to support the alternative hypothesis.,mle,Basic Machine Learning Interview Questions
mle0125,What techniques are used to find resemblance in the recommendation system?,"Cosine and Pearson Correlation are techniques used to find resemblance in recommendation systems. Where the Pearson correlation coefficient is the covariance between two vectors divided by their standard deviation, Cosine, on the other hand, is used for measuring the similarity between two vectors.",mle,Basic Machine Learning Interview Questions
mle0126,What is the difference between Regression and Classification?,"Classification is a concept used to produce discrete results and to classify data into specific regions. On the other hand, regression is used to assess the relationship between independent variables and dependent variables.",mle,Basic Machine Learning Interview Questions
mle0127,What does the area under the ROC curve indicate?,"ROC stands for Receiver Operating Characteristic. It measures the usefulness of a test where the larger the area, the more useful the test. These areas are used to compare the effectiveness of the tests. A higher AUC (area under the curve) generally indicates that the model is better at distinguishing between the positive and negative classes. AUC values range from 0 to 1, with a value of 0.5 indicating that the model is no better than random guessing, and a value of 1 indicating perfect classification.",mle,Basic Machine Learning Interview Questions
mle0128,What is a neural network?,"Much like a human brain, the neural network is a network of different neurons connected in a way that helps information flow from one neuron to the other. It is a function that maps input to desired output with a given set of inputs. Structurally, it is organized into an input layer, an output layer, and one or more hidden layers.",mle,Basic Machine Learning Interview Questions
mle0129,What is an Outlier?,"An outlier is an observation that is significantly different from the other observations in the dataset and can be considered as an error that should be avoided in data analysis. However, they also give insight into special cases in our data at certain times.",mle,Basic Machine Learning Interview Questions
mle0130,What is another name for a Bayesian Network?,"Casual network, Belief Network, Bayes network, Bayes net, Belief Propagation Network, etc. are some of its other names. It is a probabilistic graphical model that showcases a set of variables and their conditional dependencies.",mle,Basic Machine Learning Interview Questions
mle0131,What is ensemble learning?,Ensemble learning is a method that merges multiple machine learning models to create various powerful models. The aim is to provide better performance by combining models rather than sticking to a single model.,mle,Basic Machine Learning Interview Questions
mle0132,What is clustering?,"Clustering is a process of grouping sets of items into several groups. Items or objects must be similar within the cluster and different from other objects in other clusters. The goal of clustering is to identify patterns and similarities in the data that can be used to gain insights and make predictions. Different clustering algorithms use different methods to group data points based on their features and similarity measures, such as distance or density. Clustering is commonly used in various applications such as customer segmentation, image and text classification, anomaly detection, and recommendation systems.",mle,Basic Machine Learning Interview Questions
mle0133,How would you define collinearity?,Collinearity is when two predator variables in a multiple regression share some correlations.,mle,Basic Machine Learning Interview Questions
mle0134,What is overfitting?,Overfitting is said to happen when a statistical model observes and learns the details in the training data to the point that it starts negatively impacting the model's performance on new datasets.,mle,Basic Machine Learning Interview Questions
mle0135,What is the Bayesian Network?,"Bayesian network represents a graphical model between sets of variables. We say it probabilistic because these networks are built on a probability distribution and also use probability theory for prediction and anomaly detection. Bayesian networks are used in for reasoning, diagnostic, anomaly detection, prediction to list a few.",mle,Basic Machine Learning Interview Questions
mle0136,What is the time series?,"Time series is a particular sequence of data observations in successive order collected over a period. It usually does not need any maximum or minimum time input. It basically forecasts target values based solely on a known history of target values. It is used to predict time-based predictions such as signal processing, engineering domain- communications and control systems, and weather forecasting models.",mle,Basic Machine Learning Interview Questions
mle0137,What is dimension reduction in ML?,"Dimension reduction is the reduction of variables put under consideration. It lessens the number of features in a dataset while saving as much information as possible. This can be done for various reasons, such as to improve the performance of a learning algorithm, reduce the complexity of a model, or make it easier to visualize the data.",mle,Basic Machine Learning Interview Questions
mle0138,What is underfitting?,"Underfitting is a type of error in ML models where the model fails to capture the underlying pattern of the data. It occurs when a model is too simplistic and is unable to capture the complexity of the data, leading to poor generalization performance on unseen data. In other words, the model is not complex enough to accurately capture the relationship between the input and output variables. This often leads to high bias and low variance.",mle,Basic Machine Learning Interview Questions
mle0139,What is sensitivity?,"This is the probability that the prediction outcome of the model is true when the value is positive. It can be described as the metric for evaluating a model’s ability to predict the true positives of each available category.
Sensitivity = TP / TP+FN (i.e. True Positive/True Positive + False Negative)",mle,Basic Machine Learning Interview Questions
mle0140,What is specificity?,"This is the probability the prediction of the model is negative when the actual value is negative. It can be termed as the model’s ability to foretell the true negative for each category available..
Specificity = TN / TN + FP (i.e. True Negative/True Negative + False Positive)",mle,Basic Machine Learning Interview Questions
mle0141,What are the differences between stochastic gradient descent (SGD) and gradient descent (GD)?,"Both of these gradients are algorithms used to ascertain the parameters that will minimize a loss function. However, in the case of GB, all training samples are evaluated for each set of parameters. On the contrary, for SGB, one training sample is always evaluated for a set of parameters.",mle,Basic Machine Learning Interview Questions
mle0142,What is an Array?,"An array is a collection of data elements of the same type, such as integers, strings, or floating-point numbers, stored in contiguous memory locations. Every component of an array is identified by an index that represents its position in the array.",mle,Basic Machine Learning Interview Questions
mle0143,What is a linked list?,This is an ordered collection of similar data type elements joined with pointers. It consists of several individual allocated nodes or a series of connected nodes. Each node contains data plus a pointer or the address of the next node in the list.,mle,Intermediate Machine Learning Interview Questions
mle0144,Explain Decision Tree in ML,"Decision tree is a supervised machine learning method that shows a map of possible outcomes of related decisions, similar to a tree structure using datasets divided into smaller subsets as the decision tree develops.",mle,Intermediate Machine Learning Interview Questions
mle0145,Why is the Naive Bayes Method ‘Naive’?,"The Naive Bayes is called naive because, as a supervised learning algorithm, it makes assumptions by applying the Bayes Theorem that all attributes are independent of each other.",mle,Intermediate Machine Learning Interview Questions
mle0146,State the Bayes’ theorem for Naive Bayes Method,"The Bayes' theorem for Naive Bayes Method is stated as follows:
P(A|B) = P(B|A) * P(A) / P(B)
Where,
P(A|B) is the posterior probability of class (target) given predictor (attribute)
P(B|A) is the likelihood which is the probability of predictor given class
P(A) is the prior probability of class
P(B) is the prior probability of predictor",mle,Intermediate Machine Learning Interview Questions
mle0147,What is Static Memory Allocation?,"This is when memory is allocated as soon as the array is declared at compilation time. This allocation offers more efficiency and speed in operation as there is no overhead. However, once allocated, the assigned memory space cannot be deallocated during compilation. Static memory is automatically deallocated when the program terminates, and the memory is returned to the operating system.",mle,Intermediate Machine Learning Interview Questions
mle0148,How would you define Dynamic Memory Allocation?,"Memory allocation is said to be dynamic if the allocation occurs at runtime whenever a new node is added. Nowadays, modern operating systems use dynamic memory allocation.
DMA is useful in scenarios such as:
You don't know the amount of memory needed beforehand.
You want data structures without any upper limit
For efficient use of memory space",mle,Intermediate Machine Learning Interview Questions
mle0149,How would you define Precision and Recall?,"Precision and Recall are two commonly used metrics in the field of ML to evaluate the performance of a binary classification model.
Precision measures how many of the items predicted to belong to the positive class are actually positive. It is defined as the ratio of true positives (TP) to the total number of predicted positives.
Precision = TP / (TP + FP)
Recall, on the other hand, measures how many of the actual positive items the model is able to identify. It is defined as the ratio of TP to the total number of actual positives.
Recall = TP / (TP + FN)",mle,Intermediate Machine Learning Interview Questions
mle0150,What are some tools used to discover outliers?,"Outliers are errors or extreme values that differ from the data in a set. They can impact the accuracy of your result if not detected through the outlier detection tools. Some popular tools to discover outliers include Z-score, Scatter plot, and Box plot.",mle,Intermediate Machine Learning Interview Questions
mle0151,What is the Fourier Transform?,This mathematical technique is used to transform a function of time into a function of frequency. It is necessary for ML and deep learning because a convolution in the time domain is a multiplication in the frequency domain.,mle,Intermediate Machine Learning Interview Questions
mle0152,What is Inductive Logic Programming?,"Inductive logic programming (ILP) is a part of AI that uses logic programming and serves as a uniform representation for examples, background knowledge, and hypotheses. It involves developing algorithms and systems that can automatically learn logic programs from input-output examples, which can then be used to make predictions on new input data.
We can apply it to various domains, including software engineering, natural language processing, and bioinformatics.",mle,Intermediate Machine Learning Interview Questions
mle0153,Explain Kernel SVM,"Kernel SVM stands for Kernel Support Vector Machine. In SVM, a kernel is a function that aids in problem-solving. They provide shortcuts to help you avoid doing complicated math. The amazing thing about kernel is that it allows us to go to higher dimensions and execute smooth computations. Kernel SVMs can work with a variety of kernel functions, including linear, polynomial, and radial basis function (RBF) kernels, among others.",mle,Intermediate Machine Learning Interview Questions
mle0154,What are some types of clustering?,"These are some types of clustering:
Fuzzy clustering: Each data point can belong to multiple clusters.
: It divides a set of n observations into k clusters. Used in situations when one doesn’t have existing group labels.
Hierarchical clustering: It is an algorithm that groups similar objects into segments called clusters. Here, each cluster differs from the others, and the objects within each cluster are the same.
Density-based clustering: It clusters data based on their density and hence requires uniform density within the cluster. Here density drops n=between clusters.",mle,Intermediate Machine Learning Interview Questions
mle0155,How would you describe reinforcement learning?,"Reinforcement learning is a type of ML where an agent interacts with an environment and learns to make decisions based on feedback from the environment in the form of rewards or penalties. Unlike supervised and unsupervised learning, the agent is not given labeled data but instead learns from its own experiences through trial and error. The objective of reinforcement learning is to find an optimal policy that maximizes the cumulative reward obtained by the agent over time.",mle,Intermediate Machine Learning Interview Questions
mle0156,What are some methods to improve inference time?,"Some methods to improve inference time are as follows:
Cache predictions
Knowledge distillation
Reduction of parameters by pruning
Model size reduction
Parallel computing",mle,Intermediate Machine Learning Interview Questions
mle0157,What is content-based filtering and collaborative filtering?,"Content-based filtering recommends items to a user based on their past behavior, preferences, and interests. For example, if a user has shown interest in action movies, then the content-based filtering algorithm will recommend more action movies to that user.
Collaborative filtering recommends items to a user based on the preferences of other users who have similar tastes. For example, if a user has watched several action movies, the collaborative filtering algorithm will recommend other action movies that were also watched by users who have similar movie preferences.",mle,Intermediate Machine Learning Interview Questions
mle0158,What is deductive learning and inductive learning?,"Deductive learning is the process of using conclusions to form observations, while inductive learning is using observations to draw conclusions.
Deductive learning is a top-down approach where a general principle or theory is used to make specific predictions about observations or new data. The process involves starting with a general statement, or hypothesis, and then testing it through observation and experimentation to confirm or reject the hypothesis.
Inductive learning, on the other hand, is a bottom-up approach where specific observations or data are used to form a general principle or theory. This approach involves observing patterns and regularities in the data, and then using those observations to form a hypothesis or general principle.
We use inductive learning when there is little or no data available to derive conclusions. On the contrary, some theories are available in the deductive learning approach.",mle,Intermediate Machine Learning Interview Questions
mle0159,How would you differentiate data mining from Machine learning?,"Data mining is the process of using structured data to extract information or find anomalies, correlations, and patterns within large datasets to predict outcomes using machine learning algorithms.
But Machine Learning is the development of algorithms to provide abilities to processors to learn without being programmed.",mle,Intermediate Machine Learning Interview Questions
mle0160,Why is the ROC in a curve important?,"The ROC curve is important because it is a visual representation of how well a model can distinguish between two classes, and it can be used to compare different models. The area under the curve (AUC) is a measure of how well the model performs, with a higher AUC indicating a better model. Additionally, the shape of the curve can indicate whether a model is biased towards one class or another.",mle,Intermediate Machine Learning Interview Questions
mle0161,Why does overfitting occur in ML?,"Overfitting occurs in ML when the model is too complex or has too many parameters relative to the amount of data that is available. This causes the model to fit the noise of the data rather than the underlying patterns, resulting in poor generalization and an inability to accurately predict on previously unseen data.",mle,Intermediate Machine Learning Interview Questions
mle0162,What are the functions of unsupervised learning?,"The following are some functions of unsupervised learning:
Dimensionality reduction
Finding clusters of data
Anomaly deduction",mle,Intermediate Machine Learning Interview Questions
mle0163,What are some functions of supervised learning?,"Some functions of supervised learning as follows:
Regression
Feature selection
Classification
Time series forecasting",mle,Intermediate Machine Learning Interview Questions
mle0164,What are the two components of Bayesian logic?,"Two components of Bayesian logic are as follows:
Prior distribution: This is the information or beliefs that you have about the world before observing any new data. Prior knowledge is typically represented as a probability distribution over possible states of the world.
Likelihood principle: This is a function that describes the probability of observing some data given a particular state of the world. The likelihood function is typically derived from scientific theories, empirical observations, or expert opinions.",mle,Intermediate Machine Learning Interview Questions
mle0165,How would you describe a Recommender system?,A recommendation engine can be seen as a system to predict users’ likes and interests and recommend products that fit their tastes. Data used in this system can be derived from user ratings of movies and songs and search engine history.,mle,Intermediate Machine Learning Interview Questions
